Total number of dumps: 2500

z[A]	mass_density_pao[g/cm^3]
0.0	0.0
0.1	0.0
0.2	0.0
0.3	0.0
0.4	0.0
0.5	0.0
0.6	0.0
0.7	0.0
0.8	4.32350866980072e-06
0.9	3.170573024520528e-05
1.0	0.00013258759920722207
1.1	0.00036317472826326053
1.2	0.0007177024391869194
1.3	0.0012408469882328067
1.4	0.0018778439322501127
1.5	0.0026676048492670443
1.6	0.0033247781670767535
1.7	0.0038421580378962396
1.8	0.004605977902894368
1.9	0.005626325948967337
2.0	0.00738455280801963
2.1	0.011048005820897442
2.2	0.017183064623344662
2.3	0.023917649961337585
2.4	0.03414274796541628
2.5	0.043399380027459626
2.6	0.0522668963092209
2.7	0.057759193489424425
2.8	0.0641680745076257
2.9	0.06956237215798039
3.0	0.07391470421891311
3.1	0.07355297066020645
3.2	0.0762220166790301
3.3	0.07408043871792215
3.4	0.07116351153536325
3.5	0.06831720166107777
3.6	0.066012771540074
3.7	0.0588285413004218
3.8	0.055551321728712855
3.9	0.05429750421447065
4.0	0.04839591488019266
4.1	0.04729342016939348
4.2	0.04424822889629717
4.3	0.040269159750523906
4.4	0.04051271740558935
4.5	0.03807569968537834
4.6	0.035018979055829236
4.7	0.034893597304405014
4.8	0.03345819242603117
4.9	0.03196225842628012
5.0	0.030218443262793833
5.1	0.028878155575155606
5.2	0.029053978261060837
5.3	0.028278629039609912
5.4	0.027274133858659542
5.5	0.026250903473473374
5.6	0.0281820706793177
5.7	0.026921047317292484
5.8	0.028709538737033382
5.9	0.029392653106861892
6.0	0.030482177291651678
6.1	0.03344089839135197
6.2	0.036546618785825484
6.3	0.039142165157262515
6.4	0.04473966771509785
6.5	0.04756868355470412
6.6	0.054594385143130295
6.7	0.05854895440644135
6.8	0.06632118182518644
6.9	0.07476643542686386
7.0	0.07842412376151527
7.1	0.08921560140133787
7.2	0.1009006041662526
7.3	0.1074319845967649
7.4	0.1157691504816973
7.5	0.12620033573236983
7.6	0.13406047449406752
7.7	0.14145655665853996
7.8	0.1488079625667578
7.9	0.15795218340338632
8.0	0.16315624667226977
8.1	0.1681008994209652
8.2	0.16967465657677264
8.3	0.1728726118228686
8.4	0.17312193415616042
8.5	0.17249502539903935
8.6	0.16884886642084074
8.7	0.16361021508259885
8.8	0.1584637985959794
8.9	0.15303058936759648
9.0	0.14864366923730538
9.1	0.14073164837157004
9.2	0.13216677769669483
9.3	0.1266384512775763
9.4	0.11955077939821632
9.5	0.10939197519374122
9.6	0.10369647310605706
9.7	0.0996727277040292
9.8	0.0929482305529325
9.9	0.08423636058328403
10.0	0.07932917824306021
10.1	0.07630992802198272
10.2	0.07068071973390216
10.3	0.06743232355332524
10.4	0.06566544967693334
10.5	0.061777174213225886
10.6	0.0600578589322018
10.7	0.05941077380128829
10.8	0.05845239604614914
10.9	0.0588285413004218
11.0	0.0582189265779799
11.1	0.061826173978150295
11.2	0.06416519216851248
11.3	0.06399081065216386
11.4	0.0666396802971951
11.5	0.07101218873192024
11.6	0.07621913433991691
11.7	0.0816177554989414
11.8	0.08742999232071015
11.9	0.09150850216588884
12.0	0.10052301774242335
12.1	0.10708610390318084
12.2	0.11513935938546298
12.3	0.1237172005863476
12.4	0.1351024400834895
12.5	0.1428746675022346
12.6	0.15047971925241407
12.7	0.16227280973407385
12.8	0.16805910550382377
12.9	0.17128732531060833
13.0	0.1777826765022056
13.1	0.17975275528607815
13.2	0.1819735975727991
13.3	0.17984643130725714
13.4	0.1784139087679965
13.5	0.17074400438777004
13.6	0.16605587982014944
13.7	0.15375117414589662
13.8	0.14439221904533467
13.9	0.13471620664232065
14.0	0.11924236911310385
14.1	0.10666672356221017
14.2	0.09802258856172193
14.3	0.08390345041570939
14.4	0.0744277605810628
14.5	0.06025529916145604
14.6	0.052664659106842565
14.7	0.04308376389456418
14.8	0.03561129974359193
14.9	0.028778714875750195
15.0	0.021532514345164188
15.1	0.01693085995093962
15.2	0.013828021895579305
15.3	0.010230862682305103
15.4	0.008488488688375413
15.5	0.006563086160757493
15.6	0.0046967715849601825
15.7	0.003644717808642007
15.8	0.002690663562172648
15.9	0.0019037849842689174
16.0	0.001266788040251611
16.1	0.0008358783428281391
16.2	0.0006831143698285138
16.3	0.0004208215105272701
16.4	0.00025652818107484274
16.5	0.00021329309437683556
16.6	0.00014699929477322447
16.7	9.079368206581513e-05
16.8	6.052912137721008e-05
16.9	3.6029238915006e-05
17.0	1.873520423580312e-05
17.1	1.1529356452801921e-05
17.2	4.32350866980072e-06
17.3	4.32350866980072e-06
17.4	0.0
17.5	0.0
17.6	1.4411695566002401e-06
17.7	0.0
17.8	0.0
17.9	0.0
18.0	0.0
18.1	0.0
18.2	0.0
18.3	0.0
18.4	0.0
18.5	0.0
18.6	0.0
18.7	0.0
18.8	0.0
18.9	0.0
19.0	0.0
19.1	0.0
19.2	0.0
19.3	0.0
19.4	0.0
19.5	0.0
19.6	0.0
19.7	0.0
19.8	0.0
19.9	0.0
